Denominazione,Abstract,Categoria,Tipologia_Prevalente,Comune,Indirizzo,Proprieta,Date_complesso_archivistico,lat_comune,long_omune
"Museo archeoantropologico ""Lodovico Nicola di Giura"" e sede dell'Osservatorio Scientifico Regionale ""Edward C. Banfield"" per la salvaguardia del patrimonio etnoantropologico della Basilicata","Il Museo Archeoantropologico ""Lodovico Nicola di Giuraï"" e sede dell'Osservatiorio Banfield, è situato nella zona d'accesso al comune di Chiaromonte , con ingresso dalla Strada Provinciale. È facilmente accessibile, privo di barriere architettoniche e disposto su un leggero falsopiano, con intorno al corpo di fabbrica, spazi giardino e spazi per attività culturali da svolgersi all'esterno della struttura .Una porzione di edificio, ad oggi, è utilizzata come sede dell'Osservatorio Scientifico Regionale ""Edward C. Banfield"" per la salvaguardia del patrimonio etnoantropologico della Basilicata, istituito con Legge regionale 29 gennaio 2010 n. 8. ll Museo archeoantropologico ""Lodovico Nicola di Giura"" (Chiaromonte, Potenza) nasce da un'idea progettuale congiunta tra il Comune di Chiaromonte e la Soprintendenza per i Beni Archeologici della Basilicata. Il patrimonio storico presente nel Museo è costituito da collezioni archeologiche e di antropologia fisica antica di proprietà statale, ovvero del Ministero per i Beni e le Attività Culturali e Ambientali - Soprintendenza per i Beni Archeologici della Basilicata. Tale patrimonio è rappresentato da reperti osteologici umani provenienti dalle necropoli enotrie (XI - V secolo a.C.) di Chiaromonte, Guardia Perticara e Aliano e da reperti archeologici vascolari provenienti dalle necropoli di Chiaromonte. Nel Museo sono presenti riproduzioni contemporanee, firmate dall'artigiano esecutore, di reperti vascolari, armi e ornamenti che riproducono oggetti di corredo delle sepolture enotrie di Chiaromonte; tali riproduzioni sono di proprietà del Comune di Chiaromonte. Le collezioni archeologiche e di antropologia fisica antica sono corredate da ricostruzioni grafiche e da pannellistica esplicativa degli argomenti, redatti con metodologia didattico - scientifica",Archivio Collezioni Private,Collezioni archeologiche e di antropologia fisica antica,Chiaromonte,"Via Provinciale SP 65 via dell'Area Sacra snc - Km 1 ; 85032 Chiaromonte, Pz",Ministero per i Beni e le Attività Culturali e Ambientali,,40.1250185,16.2156296
Archivio Storico Comunale di Teana,,Archivio Pubblico Non Statale,Archivio documentale,Teana,Via Municipio ; 85032 Teana PZ,Comune di Teana,,40.1278267,16.1540108
Archivio Storico Comunale di Lagonegro,,Archivio Pubblico Non Statale,Archivio documentale,Lagonegro,"Via Tribunale, 5 ; 85042 Lagonegro PZ",Comune di Lagonegro,,40.1293888,15.7623518
Archivio Storico Comunale di Carbone,"L'archivio comprende atti delle quindici categorie con rari documenti anteriori al 1910: sono stati individuati alcuni registri di Conti Consuntivi a partire dal 1861 e cinque registri delle Deliberazioni relativi agli anni 1932, 1944, 1963, 1966 e 1967.",Archivio Pubblico Non Statale,Archivio documentale,Carbone,"Comune di Carbone ; Via Vittorio Veneto, 53 ; 85030 Carbone PZ",Comune di Carbone,1861 - 1987,40.1434444,16.0903333
Archivio Storico Comunale di Senise,Nel 1930 circa un incendio conseguente ad una rivolta popolare ha distrutto gran parte dei documenti.,Archivio Pubblico Non Statale,Archivio documentale,Senise,Via Zona Mercato ; 85038 Senise PZ,Comune di Senise,1811 - 2004,40.1481296,16.2898703
Museo etnografico del senisese,"Il Museo Etnografico del Senisese nasce nell’estate del 2003. La collezione esposta è stata messa insieme da Antonio Guerriero, un giovane restauratore di mobili con la passione per gli oggetti antichi. Nel corso di un ventennio, grazie soprattutto al suo lavoro, Guerriero è riuscito ad acquisire molti oggetti che testimoniano i diversi aspetti della società tradizionale del Senisese. Il Museo è allestito, nel pieno centro storico di Senise, in alcuni locali di un palazzo nobiliare del XV secolo, attiguo alla Chiesa Madre. Entrando nel Museo ci si trova subito in un’ampia sala, a cui è annesso uno spazio più piccolo, dove è esposta la parte più consistente della collezione; si tratta più che altro di oggetti di uso quotidiano, attrezzi del lavoro contadino (ciclo cerealicolo; ciclo dell’olio, dell’uva, ecc.), raccolte di settimanali, strumenti per la tessitura, abiti d’epoca, ecc. ; Completano l’itinerario museale una stanza dedicata all’esposizione di cimeli ecclesiastici e di un presepe permanente ambientato a Senise, e infine, una saletta di proiezione dove vengono presentate a ciclo continuo, alcune foto d’epoca. ; L’esposizione è corredata da un ricco apparato didascalico e da alcuni disegni esplicativi degli oggetti. ; Il Museo fa parte di un percorso espositivo che comprende anche, nelle adiacenze, una casetta con arredi tipici delle antiche abitazioni contadine e un piccolo locale in cui è stata ricostruita una bottega di calzolaio.",Archivio Collezioni Private,Collezione oggettuale,Senise,"Via Poeta Sole, 21 ; 85038 Senise, Pz",Privata,,40.1481296,16.2898703
Archivio Storico Comunale di Calvera,L'archivio dell'ente è costituito da atti a far data dalla fine del XIX secolo. La parte più antica è andata dispersa a causa di scarti abusivi rilevati nel corso della ispezione del 1966. A seguito del totale disordine del materiale archivistico non è possibile enucleare le varie serie.,Archivio Pubblico Non Statale,Archivio documentale,Calvera,Comune di Calvera ; Via O. Flacco ; 85030 Calvera PZ,Comune di Calvera,1890 - 1987,40.1489380,16.1436965
Archivio Famiglia Battifarano,"Il 20 luglio 2004 con provvedimento n. 31 veniva emessa la dichiarazione di riconoscimento del notevole interesse storico per l'Archivio di famiglia di Vincenzo Battifarano, custodito presso la casa padronale ubicata all'interno dell'azienda agricola sita in agro di Nova Siri. Nell'anno 2006 la Soprintendenza archivistica per la Basilicata programmava ed avviava, affidandole a due archivisti libero professionisti, le operazioni di schedatura, riordinamento ed inventariazione del complesso documentario. Il materiale documentale, conservato nello studio della casa di campagna di proprietà dei Battifarano, si presentava estremamente disordinato, spesso sommariamente condizionato e costituito da numerosi fogli sciolti, di natura complessa, dal contenuto eterogeneo ma in buone condizioni di conservazione. L'ordine originario risultava alterato sia per motivi accidentali sia per i continui rimaneggiamenti arbitrari dovuti alla frequente consultazione che le carte avevano subito da parte di numerosi studiosi e ricercatori che in passato avevano avuto accesso all'archivio. Il complesso documentario era costituito in parte da scritture e testimonianze riflettenti la vita di un'importante ed antica famiglia che aveva sviluppato, soprattutto agli inizi del 1900, nei propri possedimenti una fiorente attività agricola, ed i cui esponenti più antichi, quasi tutti importanti professionisti, avevano avuto un ruolo sociale, culturale e politico molto rilevante. Un'altra cospicua parte dell'archivio era, invece, formata da una miscellanea di carte, una raccolta di documenti, di provenienza diversa, pervenuti in vario modo. Una terza partizione era composta da atti relativi ad un'altra famiglia, i Di Lorenzo - Pucci, le cui carte risultavano frammiste ai documenti dei Battifarano.",Archivio Collezioni Private,Archivio documentale,Nova Siri,"Contrada Cerrolongo,1 -75020 Nova Siri (MT)",,1712 - 1989,40.1490311,16.5413711
Archivio Storico Comunale di Nova Siri,"- Registri degli atti di nascita ; - Registri degli atti di matrimonio ; - Registri degli atti di morte ; - Registri unici di nascita, matrimonio e morte ; - Registri degli atti diversi ; - Registri degli atti di cittadinanza ; - Indici decennali dei registri degli atti di nascita, di matrimonio, di morte. I registri dello Stato Civile del Comune di Nova Siri, conservati in armadi metallici presso l'Ufficio Stato Civile ed Anagrafe, risultano in ordine e rilegati.Per gli anni 1812, 1813, 1814, 1815 e per gli anni compresi tra il 1866 ed il 1907 esistono 47 registri che accorpano sia gli atti di nascita che di matrimonio che di morte. Il Comune di Nova Siri non ha un servizio d'archivio formalmente istituito e, pertanto, la documentazione è consultabile, previa richiesta scritta d'autorizzazione, in orari da concordare con il responsabile dell'Ufficio Archivio e Protocollo. Gran parte del materiale documentale afferente al Comune di Nova Siri è collocato in diversi locali adibiti ad archivio annessi agli uffici comunali.",Archivio Pubblico Non Statale,Archivio documentale,Nova Siri,Largo Melidoro ; 75020 Nova Siri MT,Comune di Nova Siri,1810 - 1999,40.1490311,16.5413711
Archivio Storico Comunale di Castelsaraceno,,Archivio Pubblico Non Statale,Archivio documentale,Castelsaraceno,Comune di Castelsaraceno ; Via Roma ; 85031 Castelsaraceno PZ,Comune di Castelsaraceno,,40.1648703,15.9928333
Museo della pastorizia,"L’idea del nuovo museo nasce dall’esigenza di mostrare l’antico universo pastorale nell’ottica globale della vita, delle espressioni culturali, delle manifestazioni simboliche di un’intera comunità, e in stretta connessione con l’ambiente storico-naturale in cui nasce. ; Il percorso allestitivo è stato tematizzato in cinque ambienti di visita dedicati al Contesto, al Tempo, allo Spazio, ai Saperi e alla Memoria, integrando pannellistica didascalica con postazioni di consultazione multimediale e ambienti immersivi. ; L’allestimento si caratterizza in tutte le sale da pannellistica scenografica e didascalica, e in particolare nel corridoio di passaggio condiviso tra il centro espositivo e la sala conferenze quattro focus riguardanti l’identità socio-economico, culturale, e naturale introducono al Contesto di Castelsaraceno. ; Nell’area espositiva dedicata ai Saperi popolari, otto testimonianze sono trasmesse direttamente dagli stessi abitanti del paese, ognuno intervistato su una tematica specifica. Lo scopo è quello di coinvolgere direttamente la popolazione per la salvaguardia e divulgazione della propria cultura. Veniamo così a scoprire aneddoti, curiosità e fatti legati al loro sapere materiale: come veniva preparata la pastorale, come si crea un collare, come si addestra un “manzo”. ; Nella postazione multimediale della sala dello Spazio è possibile interagire con alcuni degli oggetti esposti nelle nicchie delle pareti e ascoltare dei video-racconti. Un pastore narra, in prima persona, l’uso di cinque strumenti emblematici del suo lavoro e i corrispettivi processi di produzione correlati: il campanaccio, il calderone e il frangicagliata, le forbici per la tosatura, le fuscelle, il secchio per la mungitura. ; La stanza del Tempo è dedicata al lento scorrere delle ore nel contesto paesaggistico di Castelsaraceno: una multiproiezione panoramica immersiva a 180° - realizzata con l’allineamento di quattro videoproiettori e attivabile mediante sensore di presenza - avvolge e trasporta il visitatore in un viaggio di grande impatto emotivo. Audio e fragranze (diffuse mediante modulo olfattivo) sono sincronizzati alla natura del magico scenario lucano. Le riprese sono state effettuate con un drone ed in timelapse, dalle prime luci dell’alba al tramonto. ; Oltre a questi spazi è stata allestito il banco accoglienza, un ufficio e un’aula laboratorio con 8 pc e lavagna elettronica LIM. ; L’area espositiva ospita un video suddiviso in quattro capitoli, ciascuno proiettato sulle quattro pareti curve della sala e attivato mediante sensori di presenza. Sono proiettate le immagini relative alla Memoria del paese: la transumanza, la tradizionale festa della ‘Ndenna, la giornata tipo del pastore e la lavorazione artigianale delle fuscelle.",Archivio Collezioni Private,Museo multimediale;Collezione oggettuale,Castelsaraceno,"Via dei Mille, 85031 Castelsaraceno (PZ)",Comune di Castelsaraceno,,40.1648703,15.9928333
Archivio Storico Comunale di Valsinni,- Registri degli atti di nascita ; - Registri degli atti di matrimonio ; - Registri degli atti di morte ; - Registri degli atti di cittadinanza ; - Registri degli atti diversi ; - Indici decennali degli atti di nascita ; - Indici decennali degli atti di matrimonio ; - Indici decennali degli atti di morte. ; Fondo. ; Dell'Ufficio di Conciliazione si conservano poche unità degli anni 1985/1995. Gli atti piu' antichi si troverebbero presso il Comune di Rotondella poichè Valsinni faceva parte del suo mandamento.,Archivio Pubblico Non Statale,Archivio documentale,Valsinni,"Via Sicilia, 16 ; 75029 Valsinni MT",Comune di Valsinni,1809 - 1998,40.1709444,16.4443888
Archivio Consorzio Veterinario di Valsinni,"Non essendo possibile accertare le date ufficiali di costituzione e scioglimento dell'ente, sono state indicate quelle risultanti dalla documentazione ritrovata.",Archivio Collezioni Private,Archivio documentale,Valsinni,"Via Sicilia, n. 16 - 75029 Valsinni (MT)",,1951 - 1978,40.1709444,16.4443888
Archivio Fondazione agraria Melidoro di Valsinni,"La Fondazione agraria Melidoro o Consorzio agrario Melidoro o Podere Melidoro sarebbe stata istituita intorno al 1960 a seguito del lascito di un consistente podere al Comune di Valsinni da parte della famiglia Melidoro. I proventi della coltivazione di tale proprietà terriera, amministrati dal Comune di Valsinni, dovevano essere impiegati in interventi di assistenza pubblica. Attualmente è ubicata la sede del Centro di Educazione Ambienale di Valsinni",Archivio Collezioni Private,Archivio documentale,Valsinni,località Coloniello - 75029 Valsinni (MT),Comune di Valsinni,,40.1709444,16.4443888
Mostra Permanente “Il Mondo Artigiano e Contadino dell’Antica Favale”,"La mostra permanente, curata da alcuni soci della Pro Loco, promotrice dell’iniziativa espositiva insieme al Comune, è allestita in alcuni ambienti a pianoterra di diverse palazzine situate lungo le vie del Borgo Medievale di Valsinni. Si tratta di una ricostruzione di botteghe artigianali, protette da una parete di vetro, relative al lavoro del falegname, del fabbro, del ciabattino, dello scalpellino, del sarto, ecc. Sono presenti, inoltre, gli ambienti della cantina e del frantoio con le relative scene di vita quotidiana. Gli otto ambienti espositivi accolgono personaggi in cartapesta a grandezza naturale, realizzati da alcuni soci della locale Pro Loco, e utensili d’epoca. Nel 1999 la mostra è stata inserita nel piano dell’offerta complessiva predisposta dal Parco Letterario dedicato alla poetessa Isabella Morra, mentre nel 2001 tale mostra è stata resa fruibile attraverso la realizzazione dell’allestimento. Negli ultimi anni l’esposizione è stata arricchita con materiali audio. La consegna di tali lavori e la riapertura al pubblico sono previste per i prossimi mesi",Archivio Collezioni Private,Collezione oggettuale,Valsinni,Via Roma/Via Aspromonte - 75029 Valsinni (MT),Comune di Valsinni,,40.1709444,16.4443888
